make_model,hp_kW,km,age,Gearing_Type,Gears,Fuel,price
12115,Opel Insignia,121.0,21800.0,1.0,Manual,6.0,Benzine,21280
12116,Opel Insignia,121.0,29350.0,1.0,Manual,6.0,Benzine,21500
12117,Opel Insignia,121.0,29500.0,1.0,Manual,6.0,Benzine,21250
12118,Opel Insignia,121.0,24198.0,1.0,Manual,6.0,Benzine,21500
12119,Opel Insignia,121.0,14000.0,1.0,Manual,6.0,Benzine,21495
12120,Opel Insignia,121.0,31569.0,1.0,Manual,6.0,Benzine,21490
12121,Opel Insignia,121.0,10355.0,1.0,Manual,6.0,Benzine,21495
12122,Opel Insignia,103.0,8201.0,1.0,Manual,6.0,Benzine,21490
12123,Opel Insignia,103.0,20400.0,1.0,Manual,6.0,Benzine,21490
12124,Opel Insignia,125.0,30272.0,1.0,Manual,6.0,Diesel,21490
12125,Opel Insignia,121.0,5418.0,1.0,Manual,6.0,Benzine,21490
12126,Opel Insignia,103.0,20500.0,1.0,Manual,6.0,Benzine,21490
12127,Opel Insignia,121.0,28932.0,1.0,Manual,6.0,Benzine,21490
12128,Opel Insignia,121.0,14800.0,1.0,Manual,6.0,Benzine,21480
12129,Opel Insignia,121.0,28800.0,1.0,Manual,6.0,Benzine,21480
12130,Opel Insignia,125.0,11298.0,1.0,Manual,6.0,Diesel,21480
12131,Opel Insignia,103.0,22500.0,1.0,Manual,6.0,Benzine,20980
12132,Opel Insignia,125.0,23200.0,1.0,Manual,6.0,Diesel,20980
12133,Opel Insignia,121.0,11120.0,1.0,Manual,6.0,Benzine,21489
12134,Opel Insignia,121.0,29397.0,1.0,Manual,6.0,Benzine,20980
12135,Opel Insignia,125.0,21279.0,1.0,Manual,6.0,Diesel,20980
12136,Opel Insignia,121.0,28990.0,1.0,Manual,6.0,Benzine,20980
12137,Opel Insignia,103.0,13500.0,1.0,Manual,6.0,Benzine,20980
12138,Opel Insignia,121.0,23726.0,1.0,Manual,6.0,Benzine,20980
12139,Opel Insignia,125.0,13890.0,1.0,Manual,6.0,Diesel,20980
12140,Opel Insignia,125.0,27300.0,1.0,Manual,6.0,Diesel,20980
12141,Opel Insignia,125.0,28650.0,1.0,Manual,6.0,Diesel,20980
12142,Opel Insignia,103.0,1647.3626086956522,0.0,Manual,6.0,Benzine,21001
12143,Opel Insignia,103.0,1647.3626086956522,0.0,Manual,6.0,Benzine,21001
12144,Opel Insignia,100.0,5.0,1.0,Manual,6.0,Diesel,21000
12145,Opel Insignia,103.0,22375.0,1.0,Manual,6.0,Benzine,20999
12146,Opel Insignia,103.0,3030.0,1.0,Manual,6.0,Benzine,20999
12147,Opel Insignia,103.0,17875.0,1.0,Manual,6.0,Benzine,20999
12148,Opel Insignia,125.0,29023.0,1.0,Manual,6.0,Diesel,20990
12149,Opel Insignia,103.0,9920.0,1.0,Manual,6.0,Benzine,20999
12150,Opel Insignia,121.0,24279.0,1.0,Manual,6.0,Benzine,20990
12151,Opel Insignia,100.0,24980.0,1.0,Manual,6.0,Diesel,20990
12152,Opel Insignia,103.0,20000.0,1.0,Manual,6.0,Benzine,20990
12153,Opel Insignia,121.0,24853.0,1.0,Manual,6.0,Benzine,20990
12154,Opel Insignia,125.0,15400.0,1.0,Manual,6.0,Diesel,21480
12155,Opel Insignia,100.0,30200.0,1.0,Manual,6.0,Diesel,21470
12156,Opel Insignia,103.0,18121.0,1.0,Manual,6.0,Benzine,21450
12157,Opel Insignia,125.0,35304.0,1.0,Manual,6.0,Diesel,20960
12158,Opel Insignia,121.0,25000.0,1.0,Manual,6.0,Benzine,21450
12159,Opel Insignia,121.0,29200.0,1.0,Manual,6.0,Benzine,21450
12160,Opel Insignia,121.0,29143.0,1.0,Manual,6.0,Benzine,21450
12161,Opel Insignia,121.0,24721.0,1.0,Manual,6.0,Benzine,20970
12162,Opel Insignia,125.0,28540.0,1.0,Manual,6.0,Diesel,20960
12163,Opel Insignia,125.0,12400.0,1.0,Manual,6.0,Diesel,21450
12164,Opel Insignia,103.0,8900.0,1.0,Manual,6.0,Benzine,20960
12165,Opel Insignia,121.0,21664.0,1.0,Manual,6.0,Benzine,21450
12166,Opel Insignia,125.0,24500.0,1.0,Manual,6.0,Diesel,21425
12167,Opel Insignia,121.0,19061.0,1.0,Manual,6.0,Benzine,20950
12168,Opel Insignia,121.0,28827.0,1.0,Manual,6.0,Benzine,20979
12169,Opel Insignia,121.0,29402.0,1.0,Manual,6.0,Benzine,20990
12170,Opel Insignia,103.0,9990.0,1.0,Manual,6.0,Benzine,20950
12171,Opel Insignia,125.0,29970.0,1.0,Manual,6.0,Diesel,21440
12172,Opel Insignia,125.0,24100.0,1.0,Manual,6.0,Diesel,21425
12173,Opel Insignia,121.0,24753.0,1.0,Manual,6.0,Benzine,21390
12174,Opel Insignia,121.0,22764.0,1.0,Manual,6.0,Benzine,21389
12175,Opel Insignia,125.0,24600.0,1.0,Manual,6.0,Diesel,21425
12176,Opel Insignia,103.0,1647.3626086956522,0.0,Manual,6.0,Benzine,21365
12177,Opel Insignia,125.0,25300.0,1.0,Manual,6.0,Diesel,21425
12178,Opel Insignia,125.0,25420.0,1.0,Manual,6.0,Diesel,21380
12179,Opel Insignia,125.0,27000.0,1.0,Manual,6.0,Diesel,21350
12180,Opel Insignia,121.0,29100.0,1.0,Manual,6.0,Benzine,21350
12181,Opel Insignia,103.0,16700.0,1.0,Manual,6.0,Benzine,20950
12182,Opel Insignia,121.0,17700.0,1.0,Manual,6.0,Benzine,20950
12183,Opel Insignia,103.0,15900.0,1.0,Manual,6.0,Benzine,20950
12184,Opel Insignia,121.0,28100.0,1.0,Manual,6.0,Benzine,20950
12185,Opel Insignia,125.0,36500.0,1.0,Manual,6.0,Diesel,20950
12186,Opel Insignia,103.0,17342.0,1.0,Manual,6.0,Benzine,20940
12187,Opel Insignia,100.0,4000.0,1.0,Manual,6.0,Diesel,20900
12188,Opel Insignia,125.0,29304.0,1.0,Manual,6.0,Diesel,20950
12189,Opel Insignia,100.0,15504.0,1.0,Manual,6.0,Diesel,20900
12190,Opel Insignia,100.0,15504.0,1.0,Manual,6.0,Diesel,20900
12191,Opel Insignia,125.0,19900.0,1.0,Manual,6.0,Diesel,20900
12192,Opel Insignia,100.0,14500.0,1.0,Manual,6.0,Diesel,20900
12193,Opel Insignia,100.0,1.0,1.0,Manual,6.0,Diesel,20900
12194,Opel Insignia,103.0,24000.0,1.0,Manual,6.0,Benzine,20900
12195,Opel Insignia,100.0,17665.0,1.0,Manual,6.0,Diesel,20900
12196,Opel Insignia,103.0,24000.0,1.0,Manual,6.0,Benzine,20900
12197,Opel Insignia,121.0,18106.0,1.0,Manual,6.0,Benzine,20350
12198,Opel Insignia,125.0,25000.0,1.0,Manual,6.0,Diesel,20900
12199,Opel Insignia,100.0,35000.0,1.0,Manual,6.0,Diesel,20500
12200,Opel Insignia,121.0,19460.0,1.0,Manual,6.0,Benzine,20350
12201,Opel Insignia,125.0,12700.0,1.0,Manual,6.0,Diesel,21330
12202,Opel Insignia,100.0,24940.0,1.0,Manual,6.0,Diesel,20490
12203,Opel Insignia,121.0,31661.0,1.0,Manual,6.0,Benzine,20490
12204,Opel Insignia,100.0,21300.0,1.0,Manual,6.0,Diesel,20350
12205,Opel Insignia,125.0,29601.0,1.0,Manual,6.0,Diesel,20300
12206,Opel Insignia,103.0,22000.0,1.0,Manual,6.0,Benzine,20230
12207,Opel Insignia,103.0,17724.0,1.0,Manual,6.0,Benzine,20300
12208,Opel Insignia,125.0,27980.0,1.0,Manual,6.0,Diesel,20900
12209,Opel Insignia,125.0,23200.0,1.0,Manual,6.0,Diesel,20280
12210,Opel Insignia,103.0,20.0,1.0,Manual,6.0,Benzine,20890
12211,Opel Insignia,121.0,28865.0,1.0,Manual,6.0,Benzine,20180
12212,Opel Insignia,121.0,28871.0,1.0,Manual,6.0,Benzine,20332
12213,Opel Insignia,100.0,24750.0,1.0,Manual,6.0,Diesel,20890
12214,Opel Insignia,121.0,23100.0,1.0,Manual,6.0,Benzine,20890
12215,Opel Insignia,121.0,25394.0,1.0,Manual,6.0,Benzine,20890
12216,Opel Insignia,121.0,23500.0,1.0,Manual,6.0,Benzine,20890
12217,Opel Insignia,125.0,29010.0,1.0,Manual,6.0,Diesel,20890
12218,Opel Insignia,121.0,29069.0,1.0,Manual,6.0,Benzine,20890
12219,Opel Insignia,100.0,24750.0,1.0,Manual,6.0,Diesel,20890
12220,Opel Insignia,103.0,19000.0,1.0,Manual,6.0,Benzine,20890
12221,Opel Insignia,125.0,12813.0,1.0,Manual,6.0,Diesel,20890
12222,Opel Insignia,125.0,25999.0,1.0,Manual,6.0,Diesel,20825
12223,Opel Insignia,121.0,28800.0,1.0,Manual,6.0,Benzine,20480
12224,Opel Insignia,125.0,15515.0,1.0,Manual,6.0,Diesel,20890
12225,Opel Insignia,125.0,16643.0,1.0,Manual,6.0,Diesel,20890
12226,Opel Insignia,125.0,29817.0,1.0,Manual,6.0,Diesel,20480
12227,Opel Insignia,121.0,29581.0,1.0,Manual,6.0,Benzine,20889
12228,Opel Insignia,121.0,28559.0,1.0,Manual,6.0,Benzine,20850
12229,Opel Insignia,125.0,29340.0,1.0,Manual,6.0,Diesel,20480
12230,Opel Insignia,103.0,8500.0,1.0,Manual,6.0,Benzine,20450
12231,Opel Insignia,121.0,28900.0,1.0,Manual,6.0,Benzine,20450
12232,Opel Insignia,121.0,28500.0,1.0,Manual,6.0,Benzine,20450
12233,Opel Insignia,100.0,24522.0,1.0,Manual,6.0,Diesel,20450
12234,Opel Insignia,121.0,20000.0,1.0,Manual,6.0,Benzine,20440
12235,Opel Insignia,100.0,4000.0,1.0,Manual,6.0,Diesel,20400
12236,Opel Insignia,125.0,28746.0,1.0,Manual,6.0,Diesel,20400
12237,Opel Insignia,125.0,24980.0,1.0,Manual,6.0,Diesel,20180
12238,Opel Insignia,103.0,1647.3626086956522,0.0,Manual,6.0,Benzine,20171
12239,Opel Insignia,103.0,1647.3626086956522,0.0,Manual,6.0,Benzine,20171
12240,Opel Insignia,121.0,29350.0,1.0,Manual,6.0,Benzine,20150
12241,Opel Insignia,125.0,24727.0,1.0,Manual,6.0,Diesel,20180
12242,Opel Insignia,121.0,11000.0,1.0,Manual,6.0,Benzine,20390
12243,Opel Insignia,121.0,23015.0,1.0,Manual,6.0,Benzine,20100
12244,Opel Insignia,121.0,28823.0,1.0,Manual,6.0,Benzine,20025
12245,Opel Insignia,121.0,21999.0,1.0,Manual,6.0,Benzine,20878
12246,Opel Insignia,100.0,15541.0,1.0,Manual,6.0,Diesel,20000
12247,Opel Insignia,100.0,15541.0,1.0,Manual,6.0,Diesel,20000
12248,Opel Insignia,125.0,29104.0,1.0,Manual,6.0,Diesel,20800
12249,Opel Insignia,103.0,17000.0,1.0,Manual,6.0,Benzine,20790
12250,Opel Insignia,121.0,28800.0,1.0,Manual,6.0,Benzine,20780
12251,Opel Insignia,121.0,29420.0,1.0,Manual,6.0,Benzine,20750
12252,Opel Insignia,100.0,22646.0,1.0,Manual,6.0,Diesel,20750
12253,Opel Insignia,125.0,29600.0,1.0,Manual,6.0,Diesel,20750
12254,Opel Insignia,121.0,26217.0,1.0,Manual,6.0,Benzine,20750
12255,Opel Insignia,121.0,28600.0,1.0,Manual,6.0,Benzine,20750
12256,Opel Insignia,100.0,29421.0,1.0,Manual,6.0,Diesel,20740
12257,Opel Insignia,100.0,24600.0,1.0,Manual,6.0,Diesel,20730
12258,Opel Insignia,100.0,24545.0,1.0,Manual,6.0,Diesel,20750
12259,Opel Insignia,103.0,5450.0,1.0,Manual,6.0,Benzine,20750
12260,Opel Insignia,103.0,1647.3626086956522,0.0,Manual,6.0,Benzine,20580
12261,Opel Insignia,125.0,29478.0,1.0,Manual,6.0,Diesel,19999
12262,Opel Insignia,121.0,24700.0,1.0,Manual,6.0,Benzine,20650
12263,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12264,Opel Insignia,100.0,4600.0,1.0,Manual,6.0,Diesel,20630
12265,Opel Insignia,121.0,30208.0,1.0,Manual,6.0,Benzine,20730
12266,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12267,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12268,Opel Insignia,121.0,28800.0,1.0,Manual,6.0,Benzine,19690
12269,Opel Insignia,100.0,9450.0,1.0,Manual,6.0,Diesel,19600
12270,Opel Insignia,103.0,10506.0,1.0,Manual,6.0,Benzine,19590
12271,Opel Insignia,125.0,14247.0,1.0,Manual,6.0,Diesel,20680
12272,Opel Insignia,125.0,25200.0,1.0,Manual,6.0,Diesel,19650
12273,Opel Insignia,125.0,28734.0,1.0,Manual,6.0,Diesel,20550
12274,Opel Insignia,103.0,14420.0,1.0,Manual,6.0,Benzine,19590
12275,Opel Insignia,100.0,30896.0,1.0,Manual,6.0,Diesel,19590
12276,Opel Insignia,103.0,5500.0,1.0,Manual,6.0,Benzine,19525
12277,Opel Insignia,103.0,28500.0,1.0,Manual,6.0,Benzine,19500
12278,Opel Insignia,121.0,28949.0,1.0,Manual,6.0,Benzine,19500
12279,Opel Insignia,103.0,13817.0,1.0,Manual,6.0,Benzine,19490
12280,Opel Insignia,121.0,29000.0,1.0,Manual,6.0,Benzine,19490
12281,Opel Insignia,100.0,17865.0,1.0,Manual,6.0,Diesel,19490
12282,Opel Insignia,103.0,17950.0,1.0,Manual,6.0,Benzine,19489
12283,Opel Insignia,100.0,18900.0,1.0,Manual,6.0,Diesel,19490
12284,Opel Insignia,125.0,26127.0,1.0,Manual,6.0,Diesel,19480
12285,Opel Insignia,103.0,13314.0,1.0,Manual,6.0,Benzine,19450
12286,Opel Insignia,122.0,29798.0,1.0,Manual,6.0,Benzine,19450
12287,Opel Insignia,125.0,23707.0,1.0,Manual,8.0,Diesel,19480
12288,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12289,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12290,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12291,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12292,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12293,Opel Insignia,125.0,10600.0,1.0,Manual,6.0,Diesel,19397
12294,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12295,Opel Insignia,100.0,29250.0,1.0,Manual,6.0,Diesel,19325
12296,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12297,Opel Insignia,103.0,3095.0,1.0,Manual,6.0,Benzine,19400
12298,Opel Insignia,100.0,33023.0,1.0,Manual,6.0,Diesel,19300
12299,Opel Insignia,100.0,24950.0,1.0,Manual,6.0,Diesel,19290
12300,Opel Insignia,100.0,20700.0,1.0,Manual,6.0,Diesel,19290
12301,Opel Insignia,100.0,24150.0,1.0,Manual,6.0,Diesel,19290
12302,Opel Insignia,100.0,25100.0,1.0,Manual,6.0,Diesel,19290
12303,Opel Insignia,125.0,13380.0,1.0,Manual,6.0,Diesel,19880
12304,Opel Insignia,121.0,23233.0,1.0,Manual,6.0,Benzine,19850
12305,Opel Insignia,121.0,28669.0,1.0,Manual,6.0,Benzine,19850
12306,Opel Insignia,100.0,24500.0,1.0,Manual,6.0,Diesel,19290
12307,Opel Insignia,125.0,27392.0,1.0,Manual,6.0,Diesel,19990
12308,Opel Insignia,103.0,12020.0,1.0,Manual,6.0,Benzine,19980
12309,Opel Insignia,125.0,22919.0,1.0,Manual,6.0,Diesel,19980
12310,Opel Insignia,125.0,24551.0,1.0,Manual,6.0,Diesel,19980
12311,Opel Insignia,100.0,11690.0,1.0,Manual,6.0,Diesel,19980
12312,Opel Insignia,121.0,32850.0,1.0,Manual,6.0,Benzine,19980
12313,Opel Insignia,121.0,29446.0,1.0,Manual,6.0,Benzine,19450
12314,Opel Insignia,125.0,24992.0,1.0,Manual,6.0,Diesel,19980
12315,Opel Insignia,100.0,1501.0,1.0,Manual,6.0,Diesel,19990
12316,Opel Insignia,100.0,14500.0,1.0,Manual,6.0,Diesel,19990
12317,Opel Insignia,100.0,22500.0,1.0,Manual,6.0,Diesel,19800
12318,Opel Insignia,100.0,20800.0,1.0,Manual,6.0,Diesel,19990
12319,Opel Insignia,103.0,20066.0,1.0,Manual,6.0,Benzine,19990
12320,Opel Insignia,121.0,26083.0,1.0,Manual,6.0,Benzine,19990
12321,Opel Insignia,100.0,3000.0,1.0,Manual,6.0,Diesel,19200
12322,Opel Insignia,121.0,29081.0,1.0,Manual,6.0,Benzine,19850
12323,Opel Insignia,121.0,28332.0,1.0,Manual,6.0,Benzine,19800
12324,Opel Insignia,121.0,26637.0,1.0,Manual,6.0,Benzine,19800
12325,Opel Insignia,100.0,7765.0,1.0,Manual,6.0,Diesel,19800
12326,Opel Insignia,100.0,7765.0,1.0,Manual,6.0,Diesel,19800
12327,Opel Insignia,100.0,7765.0,1.0,Manual,6.0,Diesel,19800
12328,Opel Insignia,100.0,7765.0,1.0,Manual,6.0,Diesel,19800
12329,Opel Insignia,121.0,26424.0,1.0,Manual,6.0,Benzine,19800
12330,Opel Insignia,100.0,4390.0,1.0,Manual,6.0,Diesel,19790
12331,Opel Insignia,103.0,5750.0,1.0,Manual,6.0,Benzine,19777
12332,Opel Insignia,100.0,15000.0,1.0,Manual,6.0,Diesel,19774
12333,Opel Insignia,103.0,15511.0,1.0,Manual,6.0,Benzine,19760
12334,Opel Insignia,121.0,28382.0,1.0,Manual,6.0,Benzine,19750
12335,Opel Insignia,121.0,25681.0,1.0,Manual,6.0,Benzine,19750
12336,Opel Insignia,121.0,29800.0,1.0,Manual,6.0,Benzine,19950
12337,Opel Insignia,100.0,15400.0,1.0,Manual,6.0,Diesel,19760
12338,Opel Insignia,121.0,23700.0,1.0,Manual,6.0,Benzine,19950
12339,Opel Insignia,103.0,15018.0,1.0,Manual,6.0,Benzine,19950
12340,Opel Insignia,121.0,25133.0,1.0,Manual,6.0,Benzine,19940
12341,Opel Insignia,103.0,25000.0,1.0,Manual,6.0,Benzine,19980
12342,Opel Insignia,121.0,16389.0,1.0,Manual,6.0,Benzine,19980
12343,Opel Insignia,125.0,29947.0,1.0,Manual,6.0,Diesel,19980
12344,Opel Insignia,125.0,13250.0,1.0,Manual,6.0,Diesel,19980
12345,Opel Insignia,121.0,29750.0,1.0,Manual,6.0,Benzine,19980
12346,Opel Insignia,125.0,23200.0,1.0,Manual,6.0,Diesel,19980
12347,Opel Insignia,100.0,24722.0,1.0,Manual,6.0,Diesel,19970
12348,Opel Insignia,121.0,29815.0,1.0,Manual,6.0,Benzine,19970
12349,Opel Insignia,121.0,24906.0,1.0,Manual,6.0,Benzine,19950
12350,Opel Insignia,121.0,27950.0,1.0,Manual,6.0,Benzine,19980
12351,Opel Insignia,100.0,24600.0,1.0,Manual,6.0,Diesel,19950
12352,Opel Insignia,100.0,16749.0,1.0,Manual,6.0,Diesel,19990
12353,Opel Insignia,121.0,13500.0,1.0,Manual,6.0,Benzine,19990
12354,Opel Insignia,103.0,30435.0,1.0,Manual,6.0,Benzine,19950
12355,Opel Insignia,100.0,13000.0,1.0,Manual,6.0,Diesel,19990
12356,Opel Insignia,103.0,26803.0,1.0,Manual,6.0,Benzine,19990
12357,Opel Insignia,103.0,12500.0,1.0,Manual,6.0,Benzine,19990
12358,Opel Insignia,121.0,28699.0,1.0,Manual,6.0,Benzine,19990
12359,Opel Insignia,121.0,24900.0,1.0,Manual,6.0,Benzine,19990
12360,Opel Insignia,103.0,9826.0,1.0,Manual,6.0,Benzine,19990
12361,Opel Insignia,103.0,14970.0,1.0,Manual,6.0,Benzine,19990
12362,Opel Insignia,121.0,29317.0,1.0,Manual,6.0,Benzine,19990
12363,Opel Insignia,103.0,1647.3626086956522,0.0,Manual,6.0,Benzine,19902
12364,Opel Insignia,100.0,15500.0,1.0,Manual,6.0,Diesel,19900
12365,Opel Insignia,103.0,22600.0,1.0,Manual,6.0,Benzine,19935
12366,Opel Insignia,122.0,27933.0,1.0,Manual,6.0,Benzine,19750
12367,Opel Insignia,100.0,15500.0,1.0,Manual,6.0,Diesel,19900
12368,Opel Insignia,100.0,26700.0,1.0,Manual,6.0,Diesel,19900
12369,Opel Insignia,100.0,1501.0,1.0,Manual,6.0,Diesel,19900
12370,Opel Insignia,100.0,14648.0,1.0,Manual,6.0,Diesel,19900
12371,Opel Insignia,125.0,26000.0,1.0,Manual,6.0,Diesel,19900
12372,Opel Insignia,121.0,28737.0,1.0,Manual,6.0,Benzine,19900
12373,Opel Insignia,121.0,22409.0,1.0,Manual,6.0,Benzine,19900
12374,Opel Insignia,121.0,30000.0,1.0,Manual,6.0,Benzine,19900
12375,Opel Insignia,121.0,29500.0,1.0,Manual,6.0,Benzine,19900
12376,Opel Insignia,103.0,26500.0,1.0,Manual,6.0,Benzine,19900
12377,Opel Insignia,100.0,37500.0,0.0,Manual,6.0,Diesel,19900
12378,Opel Insignia,121.0,27900.0,1.0,Manual,6.0,Benzine,19950
12379,Opel Insignia,121.0,16643.0,1.0,Manual,6.0,Benzine,19990
12380,Opel Insignia,103.0,24914.0,1.0,Manual,6.0,Benzine,18999
12381,Opel Insignia,81.0,15500.0,1.0,Manual,6.0,Diesel,18999
12382,Opel Insignia,121.0,13093.0,1.0,Manual,6.0,Benzine,18990
12383,Opel Insignia,103.0,15100.0,1.0,Manual,6.0,Benzine,18990
12384,Opel Insignia,103.0,16185.0,1.0,Manual,6.0,Benzine,18990
12385,Opel Insignia,100.0,16000.0,1.0,Manual,6.0,Diesel,18990
12386,Opel Insignia,100.0,21767.0,1.0,Manual,6.0,Diesel,18990
12387,Opel Insignia,100.0,21767.0,1.0,Manual,6.0,Diesel,18990
12388,Opel Insignia,103.0,15974.0,1.0,Manual,6.0,Benzine,18945
12389,Opel Insignia,100.0,14648.0,1.0,Manual,6.0,Diesel,18925
12390,Opel Insignia,103.0,23910.0,1.0,Manual,6.0,Benzine,18990
12391,Opel Insignia,121.0,28843.0,1.0,Manual,6.0,Benzine,19900
12392,Opel Insignia,100.0,10.0,0.0,Automatic,6.0,Diesel,27990
12393,Opel Insignia,100.0,4086.0,0.0,Automatic,6.0,Diesel,27990
12394,Opel Insignia,100.0,12.0,0.0,Automatic,6.0,Diesel,25500
12395,Opel Insignia,125.0,1647.3626086956522,0.0,Automatic,8.0,Diesel,25525
12396,Opel Insignia,121.0,1647.3626086956522,0.0,Automatic,6.0,Benzine,29430
12397,Opel Insignia,147.0,1647.3626086956522,0.0,Automatic,6.0,Benzine,28001
12398,Opel Insignia,147.0,10.0,0.0,Automatic,6.0,Benzine,29350
12399,Opel Insignia,125.0,1647.3626086956522,0.0,Automatic,8.0,Diesel,29315
12400,Opel Insignia,100.0,5000.0,0.0,Automatic,6.0,Diesel,32990
12401,Opel Insignia,147.0,10.0,0.0,Automatic,6.0,Benzine,33450
12402,Opel Insignia,125.0,10.0,0.0,Automatic,6.0,Diesel,33450
12403,Opel Insignia,147.0,12500.0,0.0,Automatic,6.0,Benzine,33450
12404,Opel Insignia,147.0,999.0,0.0,Automatic,6.0,Benzine,35490
12405,Opel Insignia,121.0,3500.0,0.0,Automatic,6.0,Benzine,33980
12406,Opel Insignia,125.0,8000.0,0.0,Automatic,8.0,Diesel,33980
12407,Opel Insignia,154.0,10.0,0.0,Automatic,8.0,Diesel,37450
12408,Opel Insignia,154.0,10.0,0.0,Automatic,8.0,Diesel,37450
12409,Opel Insignia,125.0,1647.3626086956522,0.0,Automatic,8.0,Diesel,34600
12410,Opel Insignia,154.0,10.0,0.0,Automatic,8.0,Diesel,37950
12411,Opel Insignia,147.0,7965.0,0.0,Automatic,6.0,Benzine,37899
12412,Opel Insignia,125.0,1647.3626086956522,0.0,Automatic,8.0,Diesel,37890
12413,Opel Insignia,191.0,27120.0,0.0,Automatic,8.0,Benzine,37875
12414,Opel Insignia,100.0,10.0,0.0,Automatic,6.0,Diesel,37790
12415,Opel Insignia,100.0,1647.3626086956522,0.0,Automatic,6.0,Diesel,37750
12416,Opel Insignia,125.0,1500.0,0.0,Automatic,8.0,Diesel,37690
12417,Opel Insignia,154.0,5.0,0.0,Automatic,6.0,Diesel,37690
12418,Opel Insignia,191.0,20000.0,0.0,Automatic,8.0,Benzine,37599
12419,Opel Insignia,147.0,10.0,0.0,Automatic,6.0,Benzine,38450
12420,Opel Insignia,125.0,1647.3626086956522,0.0,Automatic,8.0,Diesel,37500
12421,Opel Insignia,147.0,2500.0,0.0,Automatic,6.0,Benzine,38229
12422,Opel Insignia,154.0,1000.0,0.0,Automatic,8.0,Diesel,37992
12423,Opel Insignia,147.0,10.0,0.0,Automatic,6.0,Benzine,37999
12424,Opel Insignia,125.0,7500.0,0.0,Automatic,6.0,Diesel,38350
12425,Opel Insignia,121.0,10.0,0.0,Automatic,6.0,Benzine,38350
12426,Opel Insignia,147.0,1500.0,0.0,Automatic,6.0,Benzine,38290
12427,Opel Insignia,147.0,1647.3626086956522,0.0,Automatic,6.0,Benzine,38380
12428,Opel Insignia,147.0,4950.0,0.0,Automatic,6.0,Benzine,39450
12429,Opel Insignia,121.0,1000.0,0.0,Automatic,6.0,Benzine,38995
12430,Opel Insignia,125.0,6500.0,0.0,Automatic,6.0,Diesel,38990
12431,Opel Insignia,125.0,100.0,0.0,Automatic,8.0,Diesel,38990
12432,Opel Insignia,147.0,11.0,0.0,Automatic,6.0,Benzine,38990
12433,Opel Insignia,154.0,15000.0,0.0,Automatic,8.0,Diesel,38950
12434,Opel Insignia,147.0,10.0,0.0,Automatic,6.0,Benzine,37990
12435,Opel Insignia,125.0,7000.0,0.0,Automatic,6.0,Diesel,38989
12436,Opel Insignia,147.0,3970.0,0.0,Automatic,6.0,Benzine,37990
12437,Opel Insignia,100.0,8700.0,0.0,Automatic,6.0,Diesel,37990
12438,Opel Insignia,125.0,1647.3626086956522,0.0,Automatic,8.0,Diesel,37990
12439,Opel Insignia,147.0,50.0,0.0,Automatic,6.0,Benzine,37990
12440,Opel Insignia,125.0,305.0,0.0,Automatic,6.0,Diesel,37990
12441,Opel Insignia,125.0,7900.0,0.0,Automatic,6.0,Diesel,37989
12442,Opel Insignia,125.0,7900.0,0.0,Automatic,6.0,Diesel,37989
12443,Opel Insignia,121.0,10.0,0.0,Automatic,6.0,Benzine,37989
12444,Opel Insignia,121.0,6.0,0.0,Automatic,6.0,Benzine,37980
12445,Opel Insignia,147.0,1000.0,0.0,Automatic,6.0,Benzine,37950
12446,Opel Insignia,100.0,11000.0,1.0,Automatic,6.0,Diesel,38900
12447,Opel Insignia,147.0,2000.0,0.0,Automatic,6.0,Benzine,38900
12448,Opel Insignia,121.0,1647.3626086956522,0.0,Automatic,6.0,Benzine,38855
12449,Opel Insignia,125.0,4500.0,0.0,Automatic,8.0,Diesel,38690
12450,Opel Insignia,121.0,5.0,0.0,Automatic,6.0,Benzine,38679
12451,Opel Insignia,125.0,200.0,0.0,Automatic,8.0,Diesel,38590
12452,Opel Insignia,125.0,3000.0,0.0,Automatic,8.0,Diesel,38500
12453,Opel Insignia,147.0,10.0,0.0,Automatic,6.0,Benzine,38490
12454,Opel Insignia,147.0,9999.0,0.0,Automatic,8.0,Benzine,38490
12455,Opel Insignia,147.0,3500.0,0.0,Automatic,6.0,Benzine,38480
12456,Opel Insignia,147.0,10.0,0.0,Automatic,6.0,Benzine,38450
12457,Opel Insignia,147.0,10.0,0.0,Automatic,6.0,Benzine,38450
12458,Opel Insignia,125.0,10.0,0.0,Automatic,8.0,Diesel,37490
12459,Opel Insignia,125.0,50.0,0.0,Automatic,8.0,Diesel,37490
12460,Opel Insignia,154.0,10.0,0.0,Automatic,8.0,Diesel,37490
